2025-08-22 14:13:53 - root - INFO - 服务器日志系统初始化完成，日志文件: C:\Users\z0054unn\Documents\Siemens-GitLab\Third-party\third-party-clearance\logs\server_20250822_14h13m53s.log
2025-08-22 14:13:53 - uvicorn.error - INFO - Will watch for changes in these directories: ['C:\\Users\\z0054unn\\Documents\\Siemens-GitLab\\Third-party\\third-party-clearance']
2025-08-22 14:13:53 - uvicorn.error - INFO - Uvicorn running on http://127.0.0.1:8000 (Press CTRL+C to quit)
2025-08-22 14:13:53 - uvicorn.error - INFO - Started reloader process [24356] using StatReload
2025-08-22 14:16:46 - uvicorn.error - WARNING - StatReload detected changes in 'back_end\services\state_handlers\handler_factory.py'. Reloading...
2025-08-22 14:20:02 - uvicorn.error - WARNING - StatReload detected changes in 'back_end\services\state_handlers\object_handler.py'. Reloading...
2025-08-22 14:20:09 - uvicorn.error - WARNING - StatReload detected changes in 'back_end\services\state_handlers\object_handler.py'. Reloading...
2025-08-22 14:26:11 - uvicorn.error - WARNING - StatReload detected changes in 'back_end\server.py'. Reloading...
2025-08-22 14:26:14 - uvicorn.error - WARNING - StatReload detected changes in 'back_end\server.py'. Reloading...
2025-08-22 14:30:02 - uvicorn.error - WARNING - StatReload detected changes in 'back_end\services\chat_service.py'. Reloading...
2025-08-22 14:31:22 - uvicorn.error - WARNING - StatReload detected changes in 'back_end\services\chat_flow.py'. Reloading...
2025-08-22 14:32:47 - uvicorn.error - WARNING - StatReload detected changes in 'back_end\services\chat_flow.py'. Reloading...
2025-08-22 14:33:10 - uvicorn.error - WARNING - StatReload detected changes in 'back_end\services\chat_flow.py'. Reloading...
2025-08-22 14:34:05 - uvicorn.error - WARNING - StatReload detected changes in 'back_end\services\chat_flow.py'. Reloading...
2025-08-22 14:49:05 - uvicorn.error - WARNING - StatReload detected changes in 'utils\tools.py'. Reloading...
2025-08-22 14:50:06 - uvicorn.error - WARNING - StatReload detected changes in 'utils\LLM_Analyzer.py'. Reloading...
2025-08-22 14:52:11 - uvicorn.error - WARNING - StatReload detected changes in 'utils\tools.py'. Reloading...
2025-08-22 14:54:53 - uvicorn.error - WARNING - StatReload detected changes in 'utils\LLM_Analyzer.py'. Reloading...
2025-08-22 15:01:24 - uvicorn.error - WARNING - StatReload detected changes in 'utils\LLM_Analyzer.py'. Reloading...
2025-08-22 15:03:13 - uvicorn.error - WARNING - StatReload detected changes in 'utils\LLM_Analyzer.py'. Reloading...
2025-08-22 15:07:25 - uvicorn.error - WARNING - StatReload detected changes in 'utils\tools.py'. Reloading...
2025-08-22 15:09:45 - uvicorn.error - WARNING - StatReload detected changes in 'utils\tools.py'. Reloading...
2025-08-22 15:10:24 - uvicorn.error - WARNING - StatReload detected changes in 'utils\tools.py'. Reloading...
2025-08-22 15:12:57 - uvicorn.error - WARNING - StatReload detected changes in 'utils\tools.py'. Reloading...
2025-08-22 15:15:16 - uvicorn.error - WARNING - StatReload detected changes in 'utils\tools.py'. Reloading...
2025-08-22 15:17:38 - uvicorn.error - WARNING - StatReload detected changes in 'utils\tools.py'. Reloading...
2025-08-22 15:20:41 - uvicorn.error - WARNING - StatReload detected changes in 'utils\LLM_Analyzer.py'. Reloading...
2025-08-22 15:21:04 - uvicorn.error - WARNING - StatReload detected changes in 'utils\LLM_Analyzer.py'. Reloading...
2025-08-22 15:31:21 - uvicorn.error - WARNING - StatReload detected changes in 'back_end\server.py'. Reloading...
2025-08-22 15:37:42 - uvicorn.error - WARNING - StatReload detected changes in 'utils\tools.py'. Reloading...
2025-08-22 15:45:29 - uvicorn.error - WARNING - StatReload detected changes in 'utils\LLM_Analyzer.py'. Reloading...
2025-08-22 15:46:40 - uvicorn.error - WARNING - StatReload detected changes in 'utils\LLM_Analyzer.py'. Reloading...
2025-08-22 15:48:20 - uvicorn.error - WARNING - StatReload detected changes in 'back_end\server.py'. Reloading...
2025-08-22 15:56:00 - uvicorn.error - WARNING - StatReload detected changes in 'back_end\services\chat_service.py'. Reloading...
2025-08-22 16:19:33 - uvicorn.error - WARNING - StatReload detected changes in 'back_end\services\state_handlers\object_handler.py'. Reloading...
